id	name	add_name	description	popup	special_enchant_amount	special_enchant_desc	color
3310	益克的清单		「帮忙收集邪恶亚龙之牙，里多蜥蜴人的符咒，附法岩石高仑的心脏石各20个。」	-1	0		1
3311	邪恶亚龙之牙		猎杀邪恶亚龙后得到的牙。收集好20颗牙送给教师益克。	-1	0		1
3312	里多蜥蜴人的护身符		猎杀里多蜥蜴人后得到的图腾。收集好20个图腾送给教师益克。	-1	0		1
3313	附法高仑的心脏石		附法高仑的碎片之中得到的结晶。收集好20颗结晶送给教师益克。	-1	0		1
3314	拉卢斯的出售纪录		商人拉卢斯的销售记录。有着叫伊斯梅尔的男子处买了宝石的记录。	-1	0		1
3315	尼斯特乐的买入纪录		商人尼斯特乐的买入记录。有着黑狮佣兵团的雷欧波尔德处购买宝石的记录。	-1	0		1
3316	雷欧波尔德的日志		佣兵雷欧波尔德的日志的一部分。记录着3名逃亡者逃往荒原的路上气绝后成为了不死生物。	-1	0		1
3317	阿科兰托斯的宝石		开启阿科兰托斯晶体所需的宝石。收集全部6颗宝石后去找暗影者奥瑞米。	-1	0		1
3318	阿科兰托斯的宝石		开启阿科兰托斯晶体所需的宝石。收集全部6颗宝石后去找暗影者奥瑞米。	-1	0		1
3319	阿科兰托斯的宝石		开启阿科兰托斯晶体所需的宝石。收集全部6颗宝石后去找暗影者奥瑞米。	-1	0		1
3320	阿科兰托斯的宝石		开启阿科兰托斯晶体所需的宝石。收集全部6颗宝石后去找暗影者奥瑞米。	-1	0		1
3321	阿科兰托斯的宝石		开启阿科兰托斯晶体所需的宝石。收集全部6颗宝石后去找暗影者奥瑞米。	-1	0		1
3322	阿科兰托斯的宝石		开启阿科兰托斯晶体所需的宝石。收集全部6颗宝石后去找暗影者奥瑞米。	-1	0		1
3323	硫磺		德雷巴奴王子勒鲁从封印中解脱时留下的痕迹。	-1	0		1
3324	奥瑞米的指示书		暗影者奥瑞米的指示。记录着找回封印之剑和封印的水晶的内容。	-1	0		1
3325	奥瑞米的信		暗影者奥瑞米写给古鲁丁村庄的卡瑞巴司柏阁下的信。关于求借封印之剑的内容。	-1	0		1
3326	奥瑞米的信		暗影者奥瑞米写给奇岩城镇的教师益克的信。关于求借封印的水晶的内容。	-1	0		1
3327	巴司柏阁下之信		卡瑞巴司柏阁下写给欧瑞镇的神官瓦丁的信。关于请求封印之剑使用许可的内容。	-1	0		1
3328	瓦丁的圣徽		神官瓦丁的教团神圣之标帜，带着这个标帜去猎杀塔林兽人	-1	0		1
3329	塔林兽人的护身符		塔林兽人们为了巫术而携带在身的符咒。将此收集20个交给神官瓦丁。	-1	0		1
3330	瓦丁的许可证		神官瓦丁的封印之剑使用许可证。带着许可证去找古鲁丁村庄的卡瑞巴司柏阁下。	-1	0		1
3331	益克的护身符		教师益克给的项链。听说含有抵挡黑暗魔法的力量…	-1	0		1
3332	封印的水晶		含有能够封印魔怪灵魂的力量的水晶。带着这个去封印恶魔勒鲁的灵魂。	-1	0		1
3333	炼狱的钥匙		为了锁住阿科兰托斯的箱子所需的钥匙。将这把钥锁交给暗影者奥瑞米。	-1	0		1
3334	勒鲁的封印水晶		封印恶魔勒鲁的水晶。交给暗影者奥瑞米。	-1	0		1
3335	硫磺		德雷巴奴王子勒鲁从渔夫伊弗特的身上出来时留下的痕迹。	-1	0		1
3336	元素使标章		赠与通过了元素使的考验的人的标章。是关于转职的物品。	-1	0		1
3337	里多蜥蜴人的护身符		猎杀里多蜥蜴人后得到的符咒。收集30个符咒后交给商人拉卢斯。	-1	0		1
3338	红色孢子粉末		从巨大蘑菇的尸体上找到的红色孢子。收集30个孢子后交给商人拉卢斯。	-1	0		1
3339	卡鲁食人妖图腾		猎杀卡鲁食人妖后得到的图腾。收集30个图腾后交给商人拉卢斯。	-1	0		1
3340	玛那宣的破片		玛那宣的破片。收集30个破片后交给商人拉卢斯。	-1	0		1
3341	布赖卡兽人的图腾		猎杀布赖卡兽人后得到的图腾。收集30个图腾后交给商人拉卢斯。	-1	0		1
3342	赤色魔精石		镶嵌在赤色束缚的身上的魔精石。收集30颗魔精石后交给商人拉卢斯。	-1	0		1
3343	暴君之爪		从荒原的暴君身上所得到的爪。收集30个之后交给商人拉卢斯。	-1	0		1
3344	雄蚁之翼		猎杀蚂蚁洞窟的雄蚁后得到的翅膀。收集30双翅膀后交给商人拉卢斯。	-1	0		1
3345	温德萨斯的獠牙		从温德萨斯的尸体上拔出的獠牙。收集30颗獠牙后交给商人拉卢斯。	-1	0		1
3346	亚龙的尖牙		从亚龙的尸体上拔出的尖牙。收集30颗尖牙后交给商人拉卢斯。	-1	0		1
3347	拉卢斯的清单		「帮忙收集蜥蜴草原里多蜥蜴人的护身符和孢子之海巨大蘑菇的红色孢子粉末各30个。」	-1	0		1
3348	拉卢斯的清单		「帮忙收集猎人之谷卡鲁食人妖图腾和象牙塔分化区玛那宣的破片各30个。」	-1	0		1
3349	拉卢斯的清单		「帮忙收集伏尔特的巢穴内布赖卡兽人的图腾和死亡回廊赤色束缚的赤色魔精石各30个。」	-1	0		1
3350	拉卢斯的清单		「帮忙收集荒原处暴君之爪和死亡回廊温德萨斯的獠牙各30个。」	-1	0		1
3351	拉卢斯的清单		「帮忙收集蚂蚁洞窟内雄蚁之翼和亚哥肯的花园内亚龙的尖牙各30个。」	-1	0		1
3352	葛拉缇亚之信		高等元素使葛拉缇亚写给狄恩城镇的商人拉卢斯的信。	-1	0		1
3353	见习用阿卡诺纸牌		见习元素使们使用的阿卡诺纸牌。有了阿卡诺纸牌才能参加元素使的决斗。	-1	0		1
3354	艾尔摩斯的阿卡诺纸牌		元素使艾尔摩斯的阿卡诺纸牌。决斗中胜利后得到的标章。带着标章去见高等元素使葛拉缇亚。	-1	0		1
3355	坎摩尼尔的阿卡诺纸牌		元素使坎摩尼尔的阿卡诺纸牌。决斗中胜利后得到的标章。带着标章去见高等元素使葛拉缇亚。	-1	0		1
3356	贝瑟斯的阿卡诺纸牌		元素使元素使贝瑟斯的阿卡诺纸牌。决斗中胜利后得到的标章。带着标章去见高等元素使葛拉缇亚。	-1	0		1
3357	巴赛里拉的阿卡诺纸牌		元素使巴赛里拉的阿卡诺纸牌。决斗中胜利后得到的标章。带着标章去见高等元素使葛拉缇亚。	-1	0		1
3358	凯萨缇欧的阿卡诺纸牌		元素使凯萨缇欧的阿卡诺纸牌。决斗中胜利后得到的标章。带着标章去见高等元素使葛拉缇亚。	-1	0		1
3359	布莱恩里的阿卡诺纸牌		元素使布莱恩里的阿卡诺纸牌。决斗中胜利后得到的标章。带着标章去见高等元素使葛拉缇亚。	-1	0		1
3360	开战的水晶		表示元素使的决斗开始的标志。	-1	0		1
3361	进行的水晶		表示元素使的决斗正在进行当中的标志。	-1	0		1
3362	犯规的水晶		表示在元素使的决斗中失去资格的标帜。将此交给元素使艾尔摩斯	-1	0		1
3363	败北的水晶		表示元素使在决斗中战败的标帜。将此交给元素使艾尔摩斯	-1	0		1
3364	胜利的水晶		表示元素使在决斗中胜利的标帜。将此交给元素使艾尔摩斯	-1	0		1
3365	开战的水晶		表示元素使的决斗开始的标志。	-1	0		1
3366	进行的水晶		表示元素使的决斗正在进行当中的标志。	-1	0		1
3367	犯规的水晶		表示元素使的决斗当中犯规的标志。把这个标志送到元素使巴赛里拉。	-1	0		1
3368	败北的水晶		表示元素使的决斗中败北的标志。把这个标志送到元素使巴赛里拉。	-1	0		1
3369	胜利的水晶		表示元素使的决斗中胜利的标志。把这个标志送到元素使巴赛里拉。	-1	0		1
3370	开战的水晶		表示元素使的决斗开始的标志。	-1	0		1
3371	进行的水晶		表示元素使的决斗正在进行当中的标志。	-1	0		1
3372	犯规的水晶		表示在元素使的决斗中失去资格的标帜。将此交给元素使坎摩尼尔	-1	0		1
3373	败北的水晶		表示元素使在决斗中战败的标帜。将此交给元素使坎摩尼尔	-1	0		1
3374	胜利的水晶		表示元素使在决斗中胜利的标帜。将此交给元素使坎摩尼尔	-1	0		1
3375	开战的水晶		表示元素使的决斗开始的标志。	-1	0		1
3376	进行的水晶		表示元素使的决斗正在进行当中的标志。	-1	0		1
3377	犯规的水晶		表示元素使的决斗当中犯规的标志。把这个标志送到元素使凯萨缇欧。	-1	0		1
3378	败北的水晶		表示元素使的决斗中败北的标志。把这个标志送到元素使凯萨缇欧。	-1	0		1
3379	胜利的水晶		表示元素使的决斗中胜利的标志。把这个标志送到元素使凯萨缇欧。	-1	0		1
3380	开战的水晶		表示元素使的决斗开始的标志。	-1	0		1
3381	进行的水晶		表示元素使的决斗正在进行当中的标志。	-1	0		1
3382	犯规的水晶		表示元素使的决斗当中犯规的标志。把这个标志送到元素使贝瑟斯。	-1	0		1
3383	败北的水晶		表示元素使的决斗中败北的标志。把这个标志送到元素使贝瑟斯。	-1	0		1
3384	胜利的水晶		表示元素使的决斗中胜利的标志。把这个标志送到元素使贝瑟斯。	-1	0		1
3385	开战的水晶		表示元素使的决斗开始的标志。	-1	0		1
3386	进行的水晶		表示元素使的决斗正在进行当中的标志。	-1	0		1
3387	犯规的水晶		表示元素使的决斗当中犯规的标志。把这个标志送到元素使布莱恩里处。	-1	0		1
3388	败北的水晶		表示元素使的决斗中败北的标志。把这个标志送到元素使布莱恩里处。	-1	0		1
3389	胜利的水晶		表示元素使的决斗中胜利的标志。把这个标志送到元素使布莱恩里处。	-1	0		1
3390	君主标章		赠与通过君主的考验的人的标章。是关于转职的物品。	-1	0		1
3391	仪礼项链		赠与将要参加君主的考验的人的项链。到5个部族的族长那里受到认证后再回来吧。	-1	0		1
3392	巴勒库斯符咒		阿吐巴首领巴勒库斯的符咒。完成任务后再去找他吧。	-1	0		1
3393	泰吐斯符咒		完成那鲁加首领泰吐斯的符咒任务之后再去找他。	-1	0		1
3394	哈拓斯符咒		完成乌鲁吐首领哈拓斯的符咒任务之后再去找他。	-1	0		1
3395	塔库纳符咒		都达玛拉首领塔库纳的符咒。完成任务后再去找他吧。	-1	0		1
3396	齐安塔符咒		甘地首领齐安塔的符咒。完成任务后再去找他吧。	-1	0		1
3397	玛娜琪亚的指令书		预言者玛拉其亚的指令书。记录着带回杀死布赖卡兽人巫师和兽人王后得到的20颗尖牙的内容。	-1	0		1
3398	布赖卡兽人的尖牙		布赖卡兽人的尖牙。收集20颗尖牙后交给预言者玛拉其亚。	-1	0		1
3399	玛娜琪亚的护身符		通过玛拉其亚的考验后得到的标章。带着标章去找阿吐巴首领巴勒库斯。	-1	0		1
3400	巨大兽人的尖牙		阿吐巴部族的图腾。收集五个部族的图腾交给火之君主卡卡伊。	-1	0		1
3401	苏玛黎之信		铁匠苏玛黎写给狄恩城镇的预言者梭马克的信。	-1	0		1
3402	乌鲁吐的剑身		铁匠苏玛黎制造的剑身。交给乌鲁吐首领哈拓斯。	-1	0		1
3403	提玛克兽人的头骨		杀死提玛兽人后得到的头盖骨。收集10个头盖骨去交给乌鲁吐首领哈拓斯。	-1	0		1
3404	镶嵌剑的头骨		鲁吐首部族的图腾。收集五个部族的图腾交给火之君主卡卡伊。	-1	0		1
3405	那鲁加斧的刀身		祭礼用斧的刀身。交给那鲁加首领泰吐斯。	-1	0		1
3406	仪式之斧		那鲁加部族的图腾。收集五个部族的图腾交给火之君主卡卡伊。	-1	0		1
3407	沼泽蜘蛛的触毛		制造都达玛拉部族的图腾的材料。收集10份材料交给都达玛拉首领塔库纳。	-1	0		1
3408	沼泽蜘蛛的脚		制造都达玛拉部族的图腾的材料。收集10份材料交给都达玛拉首领塔库纳。	-1	0		1
3409	手工蜘蛛胸针		都达玛拉部族的图腾。收集五个部族的图腾交给火之君主卡卡伊。	-1	0		1
3410	附法眼怪的角膜		制造甘地部族的图腾的材料。收集20份材料交给甘地首领齐安塔。	-1	0		1
3411	眼怪木刻		甘地部族的图腾。收集五个部族的图腾交给火之君主卡卡伊。	-1	0		1
3412	灰熊尖牙项链		黑斯图伊部族的图腾。带着图腾去见试练洞窟的始祖玛田库斯。	-1	0		1
3413	玛田库斯的符咒		始祖玛田库斯的符咒。完成任务后再去找他吧。	-1	0		1
3414	罗格那兽人之头		杀死罗格那部族的兽人后斩下的首级。把此物交给始祖玛田库斯。	-1	0		1
3415	罗格那首领的公文		「副族长位子让给消灭火之君主的人。」交给始祖玛田库斯。	-1	0		1
3416	永生的火焰		通过了始祖玛田库斯的考验后得到的标章。把标章交给火之君主卡卡伊。	-1	0		1
3417	动物爱护协会会员名单		去见见古鲁丁城镇的守门人贝拉多纳，狄恩城镇的警卫麦提和奇岩城镇的饰品商人艾尔黎安妮。	-1	0		1
3418	动物虐杀者名单		去消灭说话之岛的动物虐杀者巨大蜘蛛，戮杀者和撕裂者。	-1	0		1
3419	动物虐杀者名单		去消灭精灵森林的动物虐杀者赤蜘蛛，巨勾蜘蛛和长爪蜘蛛。	-1	0		1
3420	动物虐杀者名单		去消灭黑暗精灵森林的动物虐杀者小黑暗镰刀，黑暗镰刀和蜘蛛拦截者。	-1	0		1
3421	动物虐杀者名单		去消灭不灭高原的动物虐杀者卡沙蜘蛛，卡沙长齿蜘蛛和卡沙刀刃蜘蛛。	-1	0		1
3422	动物虐杀者名单		去消灭士伯吟山脉矿区的动物虐杀者猎人狼蛛和掠食者狼蛛。	-1	0		1
3423	血染的尖牙		带有动物血迹的尖牙。收集好50颗尖牙送到古鲁丁村庄的宠物管理员马汀处。	-1	0		1
3424	血染的长爪		带有动物血迹的长爪。收集好50只长爪送到古鲁丁村庄的宠物管理员马汀处。	-1	0		1
3425	血染的巨勾		带有动物血迹的巨勾。收集好50个巨勾送到古鲁丁村庄的宠物管理员马汀处。	-1	0		1
3426	血染的卡沙尖牙		带有动物血迹的卡沙尖牙。收集好50颗尖牙送到古鲁丁村庄的宠物管理员马汀处。	-1	0		1
3427	血染的狼蛛爪		带有动物血迹的狼蛛爪。收集好50只狼蛛爪送到古鲁丁村庄的宠物管理员马汀处。	-1	0		1
3428	水晶胸针		仓库管理员沃尔朴豪德的胸针。把这个胸针献给说话之岛村庄的神殿的莉里丝。	-1	0		1
3429	魔法书-终极治愈术		学习终极治愈术的魔法书。主教，长老，席琳长老使用。\n学习等级:主教-40。长老，席琳长老:48	-1	0		1
3430	魔法书-终极急救术		学习终极急救术的魔法书。主教使用。\n学习等级:40	-1	0		1
3431	魔法书-终极集体治愈术		学习终极集体治愈术的魔法书。主教，席琳长老，长老使用。\n学习等级:主教-40。席琳长老，长老:48	-1	0		1
3432	魔法书-治疗术		学习治疗术的魔法书。圣骑士使用。\n学习等级:40	-1	0		1
3433	精灵模型			-1	0		1
3434	可口可乐			-1	0		1
3435	nVidia			-1	0		1
3436	鼠标			-1	0		1
3437	商人的帐簿			-1	0		1
3438	巨商的帐簿			-1	0		1
3440	货物箱子		印有亚丁商业同盟标帜的货物箱	-1	0		1
3441	货物箱子		印有亚丁商业同盟标帜的货物箱	-1	0		1
3442	货物箱子		印有亚丁商业同盟标帜的货物箱	-1	0		1
3443	货物箱子		印有亚丁商业同盟标帜的货物箱	-1	0		1
3444	古鲁丁苹果		古鲁丁特产的苹果。在商店可以出售。	-1	0		1
3445	狄恩玉米粉		以狄恩特产的玉米捣成的粉末。在商店可以出售。	-1	0		1
3446	恶狼的皮		鞣制的恶狼皮。在商店可以出售。	-1	0		1
3447	月长石		俗称月长石或月石的青白之光的宝石。在商店可以出售。	-1	0		1
3448	古鲁丁面粉		以古鲁丁特产小麦捣出的粉末。在商店可以出售。	-1	0		1
3449	蜘蛛丝绳子		以狼蛛网所编制的坚硬粗绳。在商店可以出售。	-1	0		1
3450	紫翠玉		在阳光下呈绿色而在月光下呈红色的珍贵宝石。在商店可以出售。	-1	0		1
3451	银制茶具		用银精细制作的高级茶具和碗具。在商店可以出售。	-1	0		1
3452	机器高仑零件		机器高仑损坏的零件。没有任何用处可卖到商店。	-1	0		1
3453	火焰绿宝石		散发强烈的红色之光的珍贵宝石。在商店可以出售。	-1	0		1
3454	阿贝拉丝绸礼服		从东方的阿贝拉进口的高级丝绸礼服。在商店可以出售。	-1	0		1
3455	贝里欧斯陶瓮		以瓷器制成的祭礼用水瓮，是古代贝里欧斯帝国的遗物。在商店可以出售。	-1	0		1
3456	皇室之钻		听说这玲珑的宝石曾用于装饰艾尔摩瑞丁皇帝的棺材。在商店可以出售。	-1	0		1
3457	席琳雕像-头部		破碎雕像的一部分。可在商店出售。若收集雕像的剩余碎片。。?	-1	0		1
3458	席琳雕像-躯干		破碎雕像的一部分。可在商店出售。若收集雕像的剩余碎片。。?	-1	0		1
3459	席琳雕像-手臂		破碎雕像的一部分。可在商店出售。若收集雕像的剩余碎片。。?	-1	0		1
3460	席琳雕像-腿部		破碎雕像的一部分。可在商店出售。若收集雕像的剩余碎片。。?	-1	0		1
3461	完整的席琳雕像		在古代艾尔摩瑞丁帝国时期所做出的席琳之雕像。可在商店以高价出售。	-1	0		1
3462	古代黏土版碎片-第一片		古代粘土字板中的一部分。若收集字板的剩余部份。。?	-1	0		1
3463	古代黏土版碎片-第二片		古代粘土字板中的一部分。若收集字板的剩余部份。。?	-1	0		1
3464	古代黏土版碎片-第三片		古代粘土字板中的一部分。若收集字板的剩余部份。。?	-1	0		1
3465	古代黏土版碎片-第四片		古代粘土字板中的一部分。若收集字板的剩余部份。。?	-1	0		1
3466	完整的黏土版		刻有古文的大型粘土字板。可在商店以高价出售。	-1	0		1
3467	愿望药水		可实现愿望的魔法药水。	-1	0		1
3468	古代王冠		全部以宝石镶起的王冠。但太大无法戴在头上。卖掉吧。	-1	0		1
3469	王权证明书		王的证明书。但没有人知道是谁做的	-1	0		1
3470	金块		沉重的纯金块	-1	0		1
3472	血之梅杜莎		最下等铜币	-1	0		1
3473	血之狼		下等铜币	-1	0		1
3474	血之剧毒邪恶蜥蜴		中等铜币	-1	0		1
3475	血之德瑞法奴		下等铜币	-1	0		1
3476	血之魅魔		中等铜币	-1	0		1
3477	血之龙		上等铜币	-1	0		1
3478	巴列斯的血之龙		最上等铜币	-1	0		1
3479	玛朗的血之狼		中等铜币	-1	0		1
3480	妮亚的血之梅杜莎		下等铜币	-1	0		1
3481	黄金龙		上等铜币	-1	0		1
3482	黄金翼龙		最下等铜币	-1	0		1
3483	黄金骑士		下等铜币	-1	0		1
3484	黄金巨人		中等铜币	-1	0		1
3485	黄金飞龙		下等铜币	-1	0		1
3486	黄金亚龙		中等铜币	-1	0		1
3487	巴列斯的黄金龙		最上等铜币	-1	0		1
3488	玛朗的黄金巨人		中等铜币	-1	0		1
3489	妮亚的黄金翼龙		下等铜币	-1	0		1
3490	银独角兽		最下等铜币	-1	0		1
3491	银妖精		下等铜币	-1	0		1
3492	银树精		中等铜币	-1	0		1
3493	银龙		上等铜币	-1	0		1
3494	银高仑		下等铜币	-1	0		1
3495	银水精		中等铜币	-1	0		1
3496	巴列斯的银龙		最上等铜币	-1	0		1
3497	玛朗的银树精		中等铜币	-1	0		1
3498	妮亚的银妖精		下等铜币	-1	0		1
3499	小妖精粉末		在小妖精身上掉落的粉末。可在商店以高价售出。	-1	0		1
3500	风之龙笛		召唤风幼龙时所使用的笛子，吸取宠物主人获得的经验值的一部分。	-1	0		1
3501	星之龙笛		召唤星幼龙时所使用的笛子。吸取宠物主人获得的经验值的一部分。	-1	0		1
3502	黄昏之龙笛		召唤黄昏幼龙时所使用的笛子。吸取宠物主人获得的经验值的一部分。	-1	0		1
3503	送货员证明		证明送货员资格的证书。钢铁之门公会发行。印有元老长拉克琳的职印	-1	0		1
3504	基鲁那的号角		仓库管理老板哥斯徒委托交给大团长布那吐斯之物。急件	-1	0		1
3505	米索莉铸模		仓库管理老板哥斯徒委托交给铁匠鲁皮奥之物。急件	-1	0		1
3506	血色的信		仓库管理老板哥斯徒委托交给马尔提安之物。急件	-1	0		1
3507	补给物资		供应物资。非常沉重。交给芙罗兰村庄的民兵队长阿兰克尔。	-1	0		1
3508	补给物资		供应物资。非常沉重。交给典狱长安德利格。	-1	0		1
3509	阿兰克尔的货币		民兵队长阿兰克尔为了感谢送来足够的供应物资而给的谢礼。	-1	0		1
3510	典狱长的感谢函		典狱长安德利格为了感谢送来足够的供应物资而写的感谢状	-1	0		1
3511	黑箱子		仓库管理老板哥斯徒委托交给暗影者奥瑞米之物。里面到底是什么呢。。。?	-1	0		1
3512	特制温德萨斯火腿		仓库管理老板哥斯徒委托交给暗影者奥瑞米之物。里面到底是什么呢。。。?	-1	0		1
3513	赛勒诺斯的心脏		捉住赛勒诺斯后取得的心脏，其为奥瑞米特别订购的商品	-1	0		1
3514	奇岩城镇的送货委托书		在奇岩城镇仓库收到的委托书。将这个和收据一起带去可取得送货费	-1	0		1
3515	古鲁丁村庄的送货委托书		在古鲁丁村庄仓库收到的委托书。将这个和收据一起带去可取得送货费	-1	0		1
3516	猎人村庄的送货委托书		在猎人村庄仓库收到的委托书。将这个和收据一起带去可取得送货费	-1	0		1
3517	紫色送货收据		每次安全送货后可取得的凭证。收集50张可换为青色送货单	-1	0		1
3518	蓝色送货收据		安全送货50次后可取得的凭证。每增加一张，送货费会提高4%	-1	0		1
3519	送货员专家证明		在安全送货1000次后取得的送货大师之凭证。送货费增加120%!	-1	0		1
3520	货物收据		送货后收件人所签名的证明书。收集3张后交给仓库管理老板哥斯徒。	-1	0		1
3521	货物收据		送货后收件人所签名的证明书。收集2张后交给仓库管理老板哥斯徒	-1	0		1
3522	卷轴		要交给说话之岛殷海萨神殿的教师巴乌洛之卷轴	-1	0		1
3523	信		要交给说话之岛灯塔看守人洛克斯威尔的信。	-1	0		1
3524	书		要交给说话之岛北海边民家马利尤斯的书	-1	0		1
3525	文件		要交给说话之岛港口附近遗迹的玛铁欧之文件	-1	0		1
3526	信		要交给说话之岛战胜纪念塔前的柯林温达伍德之信	-1	0		1
3527	包袱		要交给古鲁丁村庄半兽人公会的大团长欧斯本之袋子	-1	0		1
3528	信		要交给古鲁丁村庄码头灯塔的裴琳之信	-1	0		1
3529	画		要交给古鲁丁村庄码头管理员克兰西的画	-1	0		1
3530	瓮		要交给古鲁丁村庄卡瑞巴司柏阁下的坛子	-1	0		1
3531	箱子		要交给古鲁丁村庄萨梅德的箱子	-1	0		1
3532	瓮		要交给古鲁丁村庄殷海萨神殿的神官维维安特之坛子	-1	0		1
3533	箱子		要交给古鲁丁村庄战士公会大师雷欧纳的箱子	-1	0		1
3534	机械装置		要交给古鲁丁村庄铁匠铺的铁匠品特之机械装置	-1	0		1
3535	宝石箱		要交给精灵村庄哨兵骑士艾贝里乌斯的宝石箱	-1	0		1
3536	宝石箱		要交给精灵村庄世界树前的小精灵莫妮卡之宝石箱	-1	0		1
3537	信		要交给黑暗精灵村庄卡日那尔的信	-1	0		1
3538	书		要交给黑暗精灵村庄教师哈勒涅的书	-1	0		1
3539	雕刻品		要交给奇岩城镇骑兵队长欧尔托的雕像	-1	0		1
3540	箱子		要交给奇岩城镇马尔提安的箱子	-1	0		1
3541	雕刻品		要交给奇岩城镇殷海萨神殿的大神官魅克斯弥莉言的雕刻品	-1	0		1
3542	宝石箱		要交给奇岩城镇黑暗精灵公会的大师斯塔皮伊恩之宝石箱	-1	0		1
3543	文件		要交给奇岩城镇战士公会的大师吉必特的文件	-1	0		1
3544	药瓶		要交给狄恩城镇半兽人公会的大团长萧纳尔的药瓶	-1	0		1
3545	雕刻品		要交给狄恩城镇克尔夜鹰阁下的雕刻品	-1	0		1
3546	矿石		要交给狄恩城镇铁匠铺的铁匠坡伊坦之矿石	-1	0		1
3547	书		要交给欧瑞城镇殷海萨神殿的枢机主教瑟瑞辛之书	-1	0		1
3548	卷轴		要交给欧瑞城镇半兽人公会附近的都达玛拉首领塔库纳之卷轴	-1	0		1
3549	画		要交给猎人村庄猎人公会会员柯林的画	-1	0		1
3550	布匹		要交给猎人村庄警卫马克西斯的纺织品	-1	0		1
3551	瓮		要交给猎人村庄贤者克洛诺斯的坛子	-1	0		1
3552	钻石		要交给猎人村庄魔法师公会大巫师史凯濑德的钻石	-1	0		1
3553	宝石箱		要交给芙罗兰村庄杂货商帕诺的宝石箱	-1	0		1
3554	金块		要交给芙罗兰村庄民兵队长阿兰克尔的金块	-1	0		1
3555	包袱		要交给芙罗兰村庄民兵理尔殷的袋子	-1	0		1
3556	信		要交给芙罗兰村庄渔夫伊弗特的信	-1	0		1
3557	布匹		要交给芙罗兰村庄占星术士克瑞塔的纺织品	-1	0		1
3558	书		要交给象牙塔4楼黑暗精灵公会教师凯因娜的书	-1	0		1
3559	矿石		要交给象牙塔地下商店街雷克斯的矿石	-1	0		1
3560	药瓶		要交给黑暗精灵领地沼泽地北边瀑布附近乌鲁哈的药瓶	-1	0		1
3561	小箱子		要交给中立地带西边桥前哨兵艾伊琳的一些小箱子	-1	0		1
3562	文件		要交给中立地带东边桥前哨兵特利欧尼尔的文件	-1	0		1
3563	卷轴		要交给精灵领地地底要塞前诺尔思温德的卷轴	-1	0		1
3564	文件		要交给精灵领地艾丽斯湖东边塔里的文件	-1	0		1
3565	箱子		要交给黑暗精灵领地南边土瑞克兽人兵营皮欧特的箱子	-1	0		1
3566	包袱		要交给荒原南边海岸道路保镳杰克斯的袋子	-1	0		1
3567	钥匙		要交给克鲁玛高塔入口附近调查员罗莱恩的钥匙	-1	0		1
3568	机械装置		要交给克鲁玛高塔西南边巨匠尼古拉的机械装置	-1	0		1
3569	文件		要交给典狱长罗德力克的文件	-1	0		1
3570	小箱子		要交给克鲁玛高塔东南边贝尔特斯的一些小箱子	-1	0		1
3571	包袱		要交给芙罗兰村庄南海边安库首领开普拉的袋子	-1	0		1
3572	箱子		要交给精灵领地地底要塞南边圆型竞技场遗迹的元素使凯萨缇欧之箱子	-1	0		1
3573	画		要交给古鲁丁城镇西边荒原孤儿院院长古菩的画	-1	0		1
3574	卷轴		要交给荒原南边海岸道路元素使巴赛里拉的袋子	-1	0		1
3575	箱子		要交给荒原南边海岸道路阿龙坦佛尔德阁下的箱子	-1	0		1
3576	瓮		要交给荒原蚂蚁洞窟东边先知史拉的坛子	-1	0		1
3577	宝石箱		要交给荒原蚂蚁洞窟西边温迪修琳的宝石箱	-1	0		1
3578	书		要交给荒原蚂蚁洞窟南边贤者卡席安的书	-1	0		1
3579	药瓶		要交给黑暗精灵领地黑魔法研究所南边安瑟利的药瓶	-1	0		1
3580	卷轴		要交给黑暗精灵领地成人仪式祭坛东边闪耀之刀史雷因的卷轴	-1	0		1
3581	小箱子		要交给黑暗精灵领地成人仪式祭坛巫女瓦芮卡的一些小箱子	-1	0		1
3582	药瓶		要交给黑暗精灵领地成人仪式西边的斜对面特威提的药瓶	-1	0		1
3583	卷轴		要交给黑暗精灵领地沼泽地瀑布北边祭坛的长弓皮比尔之卷轴	-1	0		1
3584	信		要交给黑暗精灵领地沼泽地瀑布北边祭坛卡塔利的信	-1	0		1
3585	宝石箱		要交给芙罗兰村庄南海边元素使坎摩尼尔的宝石箱	-1	0		1
3586	样本		要交给奇岩领地死亡回廊北边暗影者奥瑞米的标本	-1	0		1
3587	包袱		要交给奇岩领地死亡回廊东北边布赖卡首领伏特尔的袋子	-1	0		1
3588	书		要交给奇岩城镇西北边元素使布莱恩里的书	-1	0		1
3589	货物收据		送货后所收的收据。上有教师巴乌洛的签名	-1	0		1
3590	货物收据		送货后所收的收据。上有洛克斯威尔的签名	-1	0		1
3591	货物收据		送货后所收的收据。上有马利尤斯的签名	-1	0		1
3592	货物收据		送货后所收的收据。上有玛铁欧的签名	-1	0		1
3593	货物收据		送货后所收的收据。上有柯林温达伍德的签名	-1	0		1
3594	货物收据		送货后所收的收据。上有大团长欧斯本的签名	-1	0		1
3595	货物收据		送货后所收的收据。上有裴琳的签名	-1	0		1
3596	货物收据		送货后所收的收据。上有克兰西的签名	-1	0		1
3597	货物收据		送货后所收的收据。上有卡瑞巴司柏阁下的签名	-1	0		1
